64;KORNEEV;PAVEL
65;KOZLOVSKIY;ANATOLIY
66;POKROVSKIY;TIKHON
67;ANIKIN;AYDAR
68;SUVOROVA;SOF'YA
69;MARKELOVA;ALIYA
70;SUDAKOVA;NATAL'YA
71;SHAPOVALOVA;NATAL'YA
72;NOVIKOV;RAMIL'
73;IL'INA;TAISIYA
74;CHEBOTAREVA;XENIYA
75;GOLOVANOVA;VALERIYA
76;FADEEVA;VERA
77;PONOMAREV;ALEXEY
78;BESSONOVA;ANZHELIKA
79;RYBAKOV;BORIS
80;STAROSTINA;ANGELINA
81;DOLGOVA;MAYYA
82;CHIZHOVA;ELENA
83;KORSHUNOVA;SOF'YA
84;GORELOV;TIMUR
85;L'VOVA;ELIZAVETA
86;MESHCHERYAKOV;STEPAN
87;KALACHEV;DANIIL
88;KLIMOV;IL'DAR
89;POSTNIKOVA;KAMILLA
90;KONDRASHOVA;ALEXANDRA
91;CHERNYKH;BOGDAN
92;KOZLOV;KONSTANTIN
93;SERGEEV;MAXIM
94;DUBOVA;VIOLETTA
95;KRUGLOV;EDUARD
96;SHAROVA;ZARINA
97;PANKRATOVA;EMILIYA
98;KUROCHKIN;ALEXEY
99;ARTAMONOV;DENIS
100;MAL'TSEVA;AMALIYA
101;MINAEVA;KRISTINA
102;KOLPAKOV;VLAD
103;KOSHELEVA;ZARINA
104;KRYLOVA;ALIYA
105;KARTASHOVA;SOF'YA
106;MINAEV;TIMOFEY
107;GROMOV;TIMOFEY
108;GULYAEV;VYACHESLAV
109;VINOGRADOV;GLEB
110;OZEROV;MARSEL'
111;BEREZINA;EVA
112;GUSHCHINA;ADELINA
113;LEVIN;GRIGORIY
114;DEMIDOVA;ARINA
115;YAKOVLEV;MAXIM
116;MAL'TSEV;EGOR
117;BELKINA;KRISTINA
118;GORBUNOVA;POLINA
119;ALEKHIN;PETR
120;PETROV;AYDAR
121;KARPOV;IL'DAR
122;ZLOBIN;PETR
123;VINOKUROV;ARSEN
124;SHUBINA;GALINA
125;ELISEEVA;YASMINA
126;SHMELEVA;VALERIYA
127;ZLOBIN;ALEXEY
128;LUK'YANOVA;ANNA
129;SAFONOVA;MARGARITA
130;BULGAKOV;VLADIMIR
131;PAVLOV;FEDOR
132;KONDRAT'EV;ARTEMIY
133;GORYUNOV;MARAT
134;KLYUEVA;OLESYA
135;EVDOKIMOVA;DARINA
136;DANILOV;MARK
137;SAFONOV;VITALIY
138;LITVINOV;YAROMIR
139;MOSKVIN;YURIY
140;SHCHERBAKOVA;AMELIYA
141;KULESHOV;DAMIR
142;CHERNYAEVA;ESENIYA
143;GUSEVA;YASMINA
144;ANDREEV;VITALIY
145;KORSHUNOV;DAVID
146;OVCHINNIKOVA;EL'VIRA
147;FROLOVA;SVETLANA
148;VESHNYAKOVA;AMELIYA
149;SHIRYAEVA;ELIZAVETA
150;GUSHCHIN;MAXIM
151;CHEREPANOVA;ANGELINA
152;MALYSHEVA;VARVARA
153;BESSONOV;MARK
154;KAZANTSEV;DMITRIY
155;POLIKARPOVA;DARINA
156;SELIVANOV;MIROSLAV
157;PANFILOVA;EVA
158;MOROZOVA;SAMIRA
159;VORONOV;ODISSEY
160;PROKOF'EV;RAMIL'
161;KOSAREVA;VERA
162;NIKULIN;FILIPP
163;KALASHNIKOV;ALEXEY
164;NIKOLAEV;YAROMIR
165;SIMONOV;ARTEMIY
166;SAVITSKIY;ANTON
167;SPIRIDONOVA;ARINA
168;ROZHKOVA;KARINA
169;ALEXEEV;ODISSEY
170;SOMOVA;LARISA
171;BLINOVA;KARINA
172;KUDRYASHOV;DANIIL
173;SHCHUKIN;MIKHAIL
174;SIZOV;YURIY
175;PETROVSKIY;DEMID
176;KONONOVA;LIDIYA
177;LYUBIMOV;MIROSLAV
178;KOLESNIKOV;IGNAT
179;KARPOVA;EKATERINA
180;RUDNEV;ARSEN
181;DOLGOVA;VIKTORIYA
182;NEFEDOVA;AL'BINA
183;PANOV;NIKITA
184;MAYOROV;PLATON
185;LAPIN;SEMEN
186;PLOTNIKOV;RUSTAM
187;PANTELEEVA;ALIYA
188;LOSEVA;EVELINA
189;KONOVALOVA;DAR'YA
190;VINOGRADOV;TIMOFEY
191;UL'YANOV;EMIL'
192;SOTNIKOV;DANILA
193;PAVLOVA;ANNA
194;TROFIMOV;FEDOR
195;GLEBOV;BOGDAN
196;SUBBOTINA;STEFANIYA
197;NOSOV;MARSEL'
198;ZYKOVA;ZARINA
199;GOLOVINA;ALIYA
200;SAVEL'EV;DMITRIY
201;ALEKHINA;KIRA
202;GORBACHEVA;ALISA
203;ASTAKHOVA;ELINA
204;SAVIN;SVYATOGOR
205;GORYACHEV;ARTUR
206;BULGAKOV;TAMERLAN
207;STAROSTINA;YAROSLAVA
208;SELEZNEVA;LYUBOV'
209;SOMOVA;LARISA
210;BESPALOV;EVGENIY
211;IZMAYLOVA;OLESYA
212;LEONOVA;DAR'YA
213;CHEBOTAREVA;ALISA
214;ZVEREVA;VIOLETTA
215;SERGEEV;ARTEM
216;NOSOV;RUSLAN
217;ALEXANDROVA;STEFANIYA
218;FEDOROV;YURIY
219;STEPANOV;IGNAT
220;ZAYTSEV;PLATON
221;NESTEROVA;ANTONINA
222;TUMANOV;YAROSLAV
223;KOROLEV;NAZAR
224;SIZOV;DAMIR
225;TROSHIN;IL'YA
226;SHUVALOV;IL'DAR
227;ROZHKOVA;MADINA
228;VISHNEVSKIY;RODION
229;GRISHIN;MAXIM
230;PASTUKHOV;VYACHESLAV
231;GORYUNOVA;VIOLETTA
232;KHARITONOVA;VASILISA
233;KOROLEVA;VIKTORIYA
234;BIRYUKOVA;MARIYA
235;GONCHAROV;PETR
236;MOLCHANOV;ROSTISLAV
237;LOSEV;MAXIM
238;PAVLOVA;MARIYA
239;SEREBRYAKOVA;YULIANA
240;LUKIN;FEDOR
241;MERKULOV;MARAT
242;KHUDYAKOV;SEMEN
243;SUKHAREV;YURIY
244;PUGACHEVA;VITALINA
245;POKROVSKIY;ARTEM
246;RYABININA;ELIZAVETA
247;SELIVANOV;MARK
248;MURAV'EVA;MADINA
249;SPIRIDONOVA;ANTONINA
250;MAL'TSEV;GEORGIY
251;KOROLEV;KONSTANTIN
252;SHVETSOVA;VASILINA
253;TIKHONOV;ARTEMIY
254;MARKELOV;EMIL'
255;KRAVTSOV;VADIM
256;KHARITONOVA;NADEZHDA
257;ERMILOVA;VIOLETTA
258;SOBOLEV;ANDREY
259;VOLKOV;YURIY
260;SOTNIKOV;ARTEM
261;BASOV;MAKAR
262;UVAROV;IGNAT
263;ELIZAROVA;ZARINA
264;ALEXANDROVA;DARINA
265;BOL'SHAKOVA;ALLA
266;KALUGINA;NIKA
267;PONOMAREVA;LYUBOV'
268;SHIRYAEV;ROMAN
269;SAMSONOV;GLEB
270;NIKOL'SKIY;YAROMIR
271;VINOGRADOV;SVYATOGOR
272;BONDAREVA;UL'YANA
273;KRYLOV;KONSTANTIN
274;OREKHOVA;SOFIYA
275;MITROFANOV;IGOR'
276;LEVIN;ANTON
277;ZVEREV;ARTEMIY
278;MAYOROV;DANIL
279;L'VOVA;SOF'YA
280;MAKEEV;FEDOR
281;ERMILOVA;AMELIYA
282;BUROV;SAVVA
283;MIRONOVA;TAMARA
284;KOLESNIKOV;EGOR
285;CHERNOVA;SOFIYA
286;PROKHOROV;GORDEY
287;MOSKVINA;ZLATA
288;AKIMOV;MIKHAIL
289;ZHAROV;STEPAN
290;LEBEDEVA;ALLA
291;KOROVIN;GRIGORIY
292;KORCHAGIN;ANDREY
293;KORNEEVA;ALLA
294;NIKONOV;ANATOLIY
295;SHCHUKINA;ALIYA
296;GONCHAROVA;REGINA
297;ZUBKOVA;MIROSLAVA
298;FROLOV;YAROMIR
299;NOSOVA;MADINA
300;BYCHKOV;VLADIMIR
301;MUKHINA;UL'YANA
302;VORONIN;IL'YA
303;OSTROVSKIY;ALEXEY
304;KRYLOV;EGOR
305;MESHCHERYAKOV;MIROSLAV
306;KRASNOVA;TAT'YANA
307;EROFEEVA;GALINA
308;DRUZHININ;EMIL'
309;BULGAKOV;STEPAN
310;MEDVEDEVA;TAT'YANA
311;MAXIMOV;SVYATOSLAV
312;ANDREEV;SERGEY
313;SEREBRYAKOV;ROBERT
314;LOSEVA;ELENA
315;ISAKOVA;YASMINA
316;SAL'NIKOV;VLADISLAV
317;LOPATIN;ANDREY
318;KORCHAGINA;VALENTINA
319;LYKOVA;VALENTINA
320;IVANOV;DANIL
321;KOL'TSOV;VADIM
322;VORONTSOV;DAMIR
323;CHERKASOV;ARTEMIY
324;MAL'TSEVA;KAROLINA
325;FETISOV;RADMIR
326;FETISOV;GEORGIY
327;OZEROVA;LYUBOV'
328;KOLPAKOV;MIRON
329;MIKHAYLOVA;VARVARA
330;CHERNYSHEV;IGOR'
331;ANTIPOVA;VERA
332;OSIPOVA;VARVARA
333;BAZHENOVA;AMALIYA
334;AGEEV;ANDREY
335;CHIZHOVA;MAYYA
336;LAPSHINA;YAROSLAVA
337;BOBROVA;KIRA
338;KRYUCHKOV;VALERIY
339;GOLUBEV;RINAT
340;SHUVALOV;MAXIM
341;KORNEV;DANIL
342;MOROZOVA;YANA
343;ALEXANDROVA;MARIYA
344;FILATOV;VIKTOR
345;EVSEEVA;VLADISLAVA
346;GALKIN;AYDAR
347;MASLENNIKOV;ALEXEY
348;MORGUNOVA;GALINA
349;LEONOVA;NADEZHDA
350;RODIN;STANISLAV
351;AKIMOVA;NADEZHDA
352;BARANOVA;OXANA
353;ODINTSOVA;LYUDMILA
354;KOZLOVSKIY;PETR
355;POPOVA;ALINA
356;ZUBOVA;ZLATA
357;KORNILOVA;AL'BINA
358;CHERNOV;MARAT
359;DEGTYAREV;STANISLAV
360;SUKHAREV;DANIEL'
361;PAVLOVSKIY;VADIM
362;ZAYTSEV;TAMERLAN
363;FOMICHEV;VALERIY
364;FILIPPOVA;AMELIYA
365;SHVETSOVA;LYUDMILA
366;KLYUEV;PAVEL
367;FROLOV;GORDEY
368;IGNAT'EVA;ARINA
369;MAKAROV;GERMAN
370;NIKIFOROV;YAROSLAV
371;NIKONOVA;ZLATA
372;CHUMAKOVA;ARINA
373;GERASIMOV;KIRILL
374;YASHINA;MARGARITA
375;SEREBRYAKOV;RAMIL'
376;SKVORTSOV;MAKAR
377;SOLOV'EV;SVYATOGOR
378;VYSOTSKIY;PLATON
379;DROZDOV;AL'BERT
380;POKROVSKIY;VLADISLAV
381;BELOV;EVGENIY
382;YUDINA;ADELINA
383;MESHKOVA;ALIYA
384;NOSOVA;ESENIYA
385;MIKHEEVA;YULIYA
386;NIKULINA;MARIYA
387;GUROV;DMITRIY
388;MESHCHERYAKOVA;OL'GA
389;ZOLOTAREVA;VARVARA
390;KOROLEV;ALEXEY
391;GOROKHOVA;SABINA
392;KOCHETOVA;YULIYA
393;KONDRASHOVA;ZARINA
394;KULAKOV;NIKITA
395;KOROVIN;FILIPP
396;GRIBOVA;TAT'YANA
397;POLIKARPOV;MATVEY
398;LOPATINA;VARVARA
399;GALKIN;VLADIMIR
400;STARIKOVA;ALEXANDRA
401;DOROKHOV;ARTEM
402;PANKOVA;ARINA
403;ARTAMONOVA;YANA
404;GUSEV;KONSTANTIN
405;KHOKHLOV;YAN
406;KOL'TSOVA;VALERIYA
407;SUKHAREV;SAVELIY
408;RYZHOV;TIMOFEY
409;UVAROV;YAN
410;BYKOV;IL'YA
411;KARPOV;VIKTOR
412;KISELEV;AMIR
413;KHARITONOV;IL'DAR
414;CHERNYSHEV;DANIEL'
415;KRAVTSOVA;LILIYA
416;OKULOVA;VALENTINA
417;SOFRONOV;FEDOR
418;KONDRATOVA;NATASHA
419;SHVETSOV;GORDEY
420;KONDRATOVA;ZARINA
421;LOGINOV;ZAKHAR
422;BELIKOV;MIROSLAV
423;KUROCHKIN;SVYATOSLAV
424;ELIZAROV;ODISSEY
425;ANTONOVA;ANTONINA
426;ZORINA;AGATA
427;RODIONOV;EDUARD
428;RUSAKOVA;EVGENIYA
429;SUSLOV;MATVEY
430;TROITSKAYA;INNA
431;LEBEDEV;NIKITA
432;KOMAROV;ADEL'
433;BELYAKOVA;VALENTINA
434;KRYLOV;BOGDAN
435;KOMISSAROVA;DIANA
436;OZEROV;VSEVOLOD
437;CHISTYAKOV;DENIS
438;SNEGIREV;FEDOR
439;SVESHNIKOVA;ARINA
440;DUBOVA;LILIYA
441;RUSANOVA;NATASHA
442;MOLCHANOVA;KAROLINA
443;LUKINA;LYUDMILA
444;TEREKHOVA;LIDIYA
445;PETROVSKAYA;ALENA
446;MEDVEDEV;MIROSLAV
447;KHOMYAKOV;DANIEL'
448;GLADKOV;RADMIR
449;SHUBIN;SAVELIY
450;PIROGOVA;DIANA
451;MEL'NIKOVA;LIANA
452;TSVETKOV;MIROSLAV
453;MAL'TSEVA;VASILISA
454;ZUBKOVA;ELENA
455;PANFILOVA;NATASHA
456;ZAYTSEV;FEDOR
457;CHISTYAKOVA;ANNA
458;SHCHEGLOVA;ESENIYA
459;LEONT'EV;DEMID
460;KALININA;AMALIYA
461;AVDEEVA;KRISTINA
462;KNYAZEVA;MAR'YANA
463;KNYAZEVA;ANZHELIKA
464;PROKOF'EV;SAVELIY
465;CHERNOV;ARTEM
466;ARTEMOV;VALERIY
467;USHAKOVA;LILIYA
468;SHEVELEVA;SNEZHANA
469;NOSOVA;MARINA
470;KORCHAGIN;YAROSLAV
471;SHCHERBAKOV;GORDEY
472;LARIONOVA;TAMARA
473;ZUEVA;ALLA
474;TSVETKOVA;OXANA
475;KONDRATOV;YURIY
476;ZAYTSEVA;ADELINA
477;CHERNOV;VADIM
478;USTINOV;DAVID
479;SHCHUKIN;TIMUR
480;CHERNOV;MAKAR
481;TRIFONOVA;NELLI
482;KUPRIYANOVA;LIANA
483;PROKOF'EVA;DARINA
484;TSAREVA;MILENA
485;DRUZHININA;STEFANIYA
486;FILATOVA;KARINA
487;ANTONOV;ROBERT
488;SYCHEVA;ALLA
489;GRACHEVA;ELIZAVETA
490;KAZANTSEV;PAVEL
491;ZUBOVA;VLADISLAVA
492;SITNIKOV;MIKHAIL
493;FILIPPOV;MATVEY
494;KOZLOVSKIY;DANIL
495;CHERNOV;EVGENIY
496;KALMYKOVA;LILIYA
497;OVSYANNIKOVA;MADINA
498;ROZHKOVA;NATALIYA
499;KRAVTSOV;NAZAR
500;RUDAKOV;PAVEL
501;POLIKARPOVA;LARISA
502;POTAPOVA;ELIZAVETA
503;NOVIKOV;MIRON
504;KORNEVA;NIKA
505;SHIRYAEV;SAVELIY
506;ZORIN;VSEVOLOD
507;KHARITONOV;SAVVA
508;KALACHEVA;ALENA
509;ALEKHIN;DENIS
510;KALMYKOVA;ELIZAVETA
511;BYCHKOV;NIKITA
512;NIKIFOROVA;TAISIYA
513;FILIPPOVA;ANASTASIYA
514;GUROVA;NATAL'YA
515;MITROFANOV;AMIR
516;GOLIKOVA;OLESYA
517;FEDOSOV;IGOR'
518;KRUGLOV;STEPAN
519;ASTAF'EVA;NIKA
520;VASIL'EV;RAMIL'
521;CHERNOV;ANDREY
522;LARIONOVA;VERA
523;MOLCHANOV;ROSTISLAV
524;KHOMYAKOV;IL'DAR
525;KONSTANTINOV;IVAN
526;KIRILLOVA;KAROLINA
527;SEREBRYAKOVA;KARINA
528;MEDVEDEVA;YASMINA
529;D'YAKONOVA;OL'GA
530;LOPATIN;NAZAR
531;KORSHUNOV;IL'YA
532;BORISOVA;AGATA
533;STOLYAROVA;ALENA
534;LOPATIN;VLAD
535;SHIROKOVA;YULIYA
536;SOKOLOVA;LYUDMILA
537;DRUZHININ;VSEVOLOD
538;VOROB'EVA;OLESYA
539;SIDOROV;FILIPP
540;PETUKHOV;RODION
541;SOFRONOV;FEDOR
542;CHERNYAEV;AMIR
543;LAVROV;EMIL'
544;SHUVALOVA;ANTONINA
545;BELOUSOV;VADIM
546;SMIRNOVA;EL'VIRA
547;LOBANOV;TAMERLAN
548;MIKHEEVA;LIDIYA
549;NIKOL'SKAYA;ANZHELIKA
550;CHERNYSHEV;DAVID
551;IGNAT'EVA;EVGENIYA
552;POPOVA;EVELINA
553;FEDOSEEVA;SAMIRA
554;GRISHINA;SVETLANA
555;RAKOVA;EKATERINA
556;LAPTEV;RUSTAM
557;SURKOVA;ZARINA
558;MESHCHERYAKOVA;MARINA
559;DEMINA;NADEZHDA
560;KOSHELEV;GERMAN
561;MEL'NIKOVA;VIOLETTA
562;CHEREPANOVA;VALERIYA
563;MURATOVA;VITALINA
564;DROZDOV;VLADIMIR
565;MALININ;DANIL
566;USTINOVA;ESENIYA
567;KONDRASHOV;SVYATOGOR
568;DMITRIEV;ARTUR
569;SEMENOVA;ZLATA
570;BOL'SHAKOVA;INNA
571;LOBANOVA;ANASTASIYA
572;GORYUNOVA;KIRA
573;LOGINOV;SERGEY
574;RUMYANTSEV;NAZAR
575;ARKHIPOVA;AGATA
576;FEDOROV;VYACHESLAV
577;LUKINA;IRINA
578;BOL'SHAKOV;OLEG
579;KNYAZEVA;IRINA
580;ERMOLAEV;ALEXANDR
581;KRUGLOV;MAXIM
582;AGAFONOVA;YASMINA
583;MALAKHOV;DAMIR
584;ROGOVA;AMALIYA
585;KOLPAKOVA;ALEXANDRA
586;MIKHAYLOV;MARSEL'
587;KOZINA;AMELIYA
588;GULYAEVA;ANASTASIYA
589;OKULOV;RADMIR
590;LARIN;RADMIR
591;ZIMIN;RADMIR
592;CHESNOKOV;YURIY
593;BOGOMOLOVA;ESENIYA
594;SURKOVA;IRINA
595;LAPSHINA;MILANA
596;MAKAROV;YAROSLAV
597;RODIONOVA;LYUBOV'
598;DANILOVA;ANZHELIKA
599;LAVRENT'EV;VLADISLAV
600;MASLOV;EDUARD
601;LOGINOV;RUSLAN
602;KISELEV;YAROMIR
603;KULAKOV;TIMOFEY
604;RUMYANTSEVA;GALINA
605;MALININ;DEMID
606;LAZAREVA;SOF'YA
607;GRIGOR'EV;IL'DAR
608;USPENSKAYA;ANZHELIKA
609;PETROVSKIY;ZAKHAR
610;KOL'TSOVA;ALISA
611;FETISOVA;MIROSLAVA
612;BELIKOVA;TAISIYA
613;MERKULOVA;YULIANA
614;ZORINA;AMALIYA
615;USOVA;INNA
616;GORELOV;NIKOLAY
617;STARIKOVA;ESENIYA
618;TIKHONOV;ALEXEY
619;MORGUNOVA;LYUDMILA
620;PANKRATOV;RAMIL'
621;NECHAEVA;SOFIYA
622;FILATOVA;MELANIYA
623;GRISHINA;YANA
624;SIZOV;AMIR
625;KONDRASHOVA;YASMINA
626;AFANAS'EVA;TAMARA
627;SOKOLOV;VLADIMIR
628;CHERKASOVA;STEFANIYA
629;CHERNYAEV;ODISSEY
630;KALMYKOV;MIRON
631;SHCHERBAKOV;DAMIR
632;MEL'NIKOV;VYACHESLAV
633;BORODINA;NINA
634;MASLENNIKOV;EGOR
635;POPOV;EGOR
636;LARIONOVA;EVELINA
637;FOMICHEVA;ELINA
638;LAVROVA;ZLATA
639;TRIFONOVA;SOF'YA
640;MURAV'EVA;STEFANIYA
641;VLADIMIROVA;XENIYA
642;SHUL'GIN;VASILIY
643;ZUBKOV;MATVEY
644;YAKOVLEVA;LYUDMILA
645;KAZANTSEVA;VERA
646;NIKITIN;LEONID
647;VINOGRADOVA;VALENTINA
648;SYCHEV;EVGENIY
649;KUKUSHKINA;AL'BINA
650;RUDNEVA;KAMILLA
651;MASLENNIKOVA;OXANA
652;GUSEVA;ANGELINA
653;ZINOV'EV;YAROMIR
654;BYCHKOV;ODISSEY
655;BASOVA;MIROSLAVA
656;KONSTANTINOV;MARAT
657;LOPATIN;PLATON
658;DROZDOVA;MARIYA
659;ZIMINA;ELINA
660;LYUBIMOV;TIKHON
661;D'YAKOV;TIMUR
662;LAVRENT'EV;EGOR
663;KALUGIN;ALEXANDR
664;SOROKIN;RODION
665;VASIL'EV;MIKHAIL
666;AKIMOVA;VIKTORIYA
667;VORONKOV;MARSEL'
668;KOSAREV;VSEVOLOD
669;FOKINA;SABINA
670;ALEKHINA;DARINA
671;PARFENOVA;ANASTASIYA
672;KOZYREVA;EVGENIYA
673;PIMENOVA;DIANA
674;PAVLOV;ARSEN
675;LAVRENT'EV;IGNAT
676;SHCHUKIN;DENIS
677;SHIROKOV;MARK
678;ZELENINA;VASILISA
679;MARKELOVA;LIDIYA
680;ZOLOTOV;RINAT
681;ARKHIPOV;MIROSLAV
682;ODINTSOV;AL'BERT
683;MURAV'EV;EMIL'
684;BESPALOV;NIKOLAY
685;MITROFANOV;ELISEY
686;KISELEV;TIMOFEY
687;SHISHKIN;GERMAN
688;SMIRNOV;ALEXEY
689;SUSLOVA;STEFANIYA
690;ZUBKOV;EDUARD
691;GOROKHOVA;ALINA
692;SHUBINA;KRISTINA
693;RUDAKOV;PLATON
694;NIKOLAEV;VALERIY
695;ZINOV'EV;VLADIMIR
696;DROZDOVA;MAR'YANA
697;CHIZHOV;ANTON
698;MUKHIN;MAKAR
699;USOV;YURIY
700;KHUDYAKOV;VYACHESLAV
701;LITVINOVA;AGATA
702;VASIL'EVA;LYUDMILA
703;KRYUCHKOV;AL'BERT
704;FOKIN;VLADIMIR
705;SUKHAREV;ROBERT
706;GOLIKOVA;OLESYA
707;UTKIN;TAMERLAN
708;KOCHERGIN;GERMAN
709;MESHKOV;YAROSLAV
710;GLUKHOV;LEONID
711;SHISHKIN;YAROSLAV
712;ZOTOVA;OL'GA
713;DANILOVA;AMELIYA
714;MURAV'EV;PLATON
715;NAZAROVA;EMILIYA
716;IGNAT'EVA;EKATERINA
717;FADEEV;ADEL'
718;IVANOVA;YULIANA
719;USHAKOVA;VASILISA
720;LYKOVA;ELIZAVETA
721;SINITSYN;ROSTISLAV
722;PETROVSKAYA;SOFIYA
723;FEDOSOV;LEONID
724;BELYAKOV;AMIR
725;PARFENOVA;DAR'YA
726;KRYUCHKOVA;LIDIYA
727;KOROTKOV;ROMAN
728;CHESNOKOVA;VALENTINA
729;POLYAKOV;AMIR
730;LAPTEVA;DARINA
731;D'YAKOVA;LIANA
732;ERMAKOV;DENIS
733;LUK'YANOVA;LYUBOV'
734;EREMEEV;VLADISLAV
735;SAKHAROV;TAMERLAN
736;KUZINA;NIKA
737;KOZHEVNIKOVA;POLINA
738;SAVITSKIY;VLADIMIR
739;BASOVA;EL'VIRA
740;MESHCHERYAKOVA;ALISA
741;USPENSKAYA;MAYYA
742;KONOVALOV;ALEXANDR
743;EMEL'YANOV;VADIM
744;KORCHAGINA;POLINA
745;BESPALOVA;NATASHA
746;BOCHAROV;ANDREY
747;IL'INA;TAT'YANA
748;LEVINA;LARISA
749;VORONKOVA;SABINA
750;SIDOROV;DAMIR
751;RUSANOVA;LIDIYA
752;AFANAS'EVA;VARVARA
753;PROKOF'EV;VITALIY
754;SHUL'GINA;ELINA
755;OVCHINNIKOV;GRIGORIY
756;ERMILOV;YAROSLAV
757;VLADIMIROV;EGOR
758;DUBININA;YULIANA
759;NIKULIN;MATVEY
760;KUZ'MIN;ARSENIY
761;PLATONOVA;ARIANA
762;ERSHOV;ODISSEY
763;GLUKHOV;IL'DAR
764;TIKHONOV;DANIEL'
765;CHISTYAKOV;VADIM
766;VESHNYAKOVA;ARINA
767;CHERNYSHEV;DANILA
768;SAMOYLOVA;IRINA
769;TUMANOVA;OLESYA
770;AVDEEV;SEMEN
771;MORGUNOV;YAROSLAV
772;LEONOVA;KARINA
773;KRYLOV;MAXIM
774;GORYACHEVA;YULIYA
775;DUBOVA;STEFANIYA
776;CHERKASOVA;VLADA
777;BELKINA;OXANA
778;SHMELEVA;SABINA
779;PETROVSKAYA;ANGELINA
780;VDOVINA;VALERIYA
781;ROZANOVA;NATASHA
782;BELKIN;TAMERLAN
783;MASLENNIKOVA;SVETLANA
784;VINOKUROV;FILIPP
785;TITOVA;ALINA
786;ZYKOV;VSEVOLOD
787;PANOVA;OXANA
788;SUDAKOVA;ANTONINA
789;DEMENT'EV;VLADIMIR
790;SAFONOVA;VIKTORIYA
791;SUBBOTIN;GORDEY
792;VASIL'EVA;LILIYA
793;MEL'NIKOVA;VERA
794;EZHOV;DANIL
795;DUBININA;ANGELINA
796;KOPYLOVA;LILIYA
797;GORDEEVA;SOF'YA
798;SUDAKOVA;KAMILLA
799;ERMAKOV;DEMID
800;SUKHOVA;EL'MIRA
801;GUROV;ANTON
802;BOGOMOLOV;NIKOLAY
803;RYABOVA;ANGELINA
804;RAKOV;PLATON
805;LAPTEVA;MADINA
806;OZEROV;VIKTOR
807;SELIVANOVA;VALENTINA
808;CHERNAYA;ELIZAVETA
809;BABUSHKINA;YAROSLAVA
810;DANILOV;EVGENIY
811;CHERNOV;SVYATOGOR
812;USPENSKAYA;TAT'YANA
813;GULYAEVA;MILENA
814;BESSONOV;RADMIR
815;OVSYANNIKOVA;SOFIYA
816;LARINA;VASILISA
817;KRUGLOVA;KRISTINA
818;GOLIKOV;ANTON
819;FOKINA;DARINA
820;POSTNIKOV;FILIPP
821;MAYOROV;ARTEM
822;POZDNYAKOV;MARAT
823;KUZIN;YURIY
824;DOROFEEVA;ARINA
825;BONDAREV;SAVVA
826;RUDNEV;AMIR
827;ZUBOV;DMITRIY
828;DEMIN;GORDEY
829;KOZINA;SOFIYA
830;LYUBIMOV;YURIY
831;ZOLOTOVA;DARINA
832;LARIN;MAXIM
833;TIKHOMIROV;ROBERT
834;ZAYTSEVA;MARGARITA
835;GOLOVINA;SAMIRA
836;CHERNYY;ZAKHAR
837;NOSOV;YURIY
838;KULIKOV;RUSTAM
839;MATVEEV;VLAD
840;TROFIMOV;EGOR
841;KOMAROV;LEONID
842;BULATOV;ZAKHAR
843;LAPSHINA;ALIYA
844;PANINA;NINA
