MALYSHEVA;ELIZAVETA;Basic;SU; 216038792;107;48
ALEKHIN;NIKOLAY;Elite+;KE; 325624555;116;49
ALEKHIN;NIKOLAY;Basic;FB; 802839717;116;49
NIKOL'SKAYA;LYUBOV';Basic;SU; 184315961;118;50
KOROL'KOV;KIRILL;Basic;FB; 550565924;119;51
KOROL'KOV;KIRILL;Elite;DT; 294020923;119;51
KOROL'KOV;KIRILL;Elite+;KE; 380315316;119;51
SAVEL'EV;KONSTANTIN;Basic;FB; 709624109;120;52
EREMEEVA;KARINA;Elite+;DT; 114538641;123;54
ZVYAGINTSEVA;MELANIYA;Elite;DT; 765917243;125;55
ERSHOV;MARSEL';Elite;SU; 736431677;126;56
SEROV;NIKITA;Elite;KE; 793612613;129;57
EFREMOV;YAROSLAV;Elite;SU; 387636238;130;58
EFREMOV;YAROSLAV;Elite+;DT; 73662440;130;58
GOLOVANOV;ARTEMIY;Elite+;FB; 318550385;135;60
GOLOVANOV;ARTEMIY;Elite;DT; 136918643;135;60
GOLOVANOV;ARTEMIY;Elite;KE; 599223310;135;60
GOLOVANOV;ARTEMIY;Elite;SU; 938333654;135;60
YUDINA;AGATA;Basic;DT; 773022022;136;61
KULAKOV;AMIR;Elite;FB; 573014038;137;62
KULAKOV;AMIR;Elite;SU; 448933097;137;62
KULAKOV;AMIR;Elite;KE; 94312709;137;62
KULAKOV;AMIR;Elite+;DT; 30371158;137;62
SHUBINA;SVETLANA;Basic;DT; 989844108;138;63
SHUBINA;SVETLANA;Basic;FB; 284752010;138;63
KORNEEV;PAVEL;Elite;KE; 491279243;139;64
KORNEEV;PAVEL;Basic;FB; 350270722;139;64
KORNEEV;PAVEL;Basic;DT; 807826118;139;64
POKROVSKIY;TIKHON;Elite;DT; 963523495;144;66
ANIKIN;AYDAR;Elite+;FB; 460011980;145;67
SUVOROVA;SOF'YA;Elite+;SU; 670519454;146;68
MARKELOVA;ALIYA;Basic;FB; 550884923;147;69
SUDAKOVA;NATAL'YA;Elite;SU; 598189659;148;70
SHAPOVALOVA;NATAL'YA;Elite+;DT; 486223255;149;71
NOVIKOV;RAMIL';Elite+;DT; 930863024;150;72
IL'INA;TAISIYA;Elite+;SU; 265735598;152;73
CHEBOTAREVA;XENIYA;Elite+;FB; 810160448;153;74
GOLOVANOVA;VALERIYA;Basic;DT; 750967540;154;75
FADEEVA;VERA;Elite+;DT; 290038003;155;76
PONOMAREV;ALEXEY;Basic;DT; 382208836;157;77
BESSONOVA;ANZHELIKA;Basic;FB; 472538873;161;78
BESSONOVA;ANZHELIKA;Basic;KE; 583484384;161;78
STAROSTINA;ANGELINA;Basic;FB; 475922346;163;80
DOLGOVA;MAYYA;Basic;SU; 53270304;168;81
KORSHUNOVA;SOF'YA;Basic;FB; 855030500;172;83
GORELOV;TIMUR;Elite;FB; 496073127;174;84
L'VOVA;ELIZAVETA;Basic;KE; 12590296;177;85
L'VOVA;ELIZAVETA;Basic;FB; 389489560;177;85
L'VOVA;ELIZAVETA;Elite+;DT; 259662185;177;85
MESHCHERYAKOV;STEPAN;Elite+;KE; 743068431;178;86
MESHCHERYAKOV;STEPAN;Elite;SU; 480040368;178;86
KALACHEV;DANIIL;Elite+;DT; 495876694;181;87
KALACHEV;DANIIL;Basic;SU; 391197196;181;87
POSTNIKOVA;KAMILLA;Elite;SU; 745579974;183;89
POSTNIKOVA;KAMILLA;Elite+;DT; 998713464;183;89
KONDRASHOVA;ALEXANDRA;Elite;DT; 758713962;184;90
KONDRASHOVA;ALEXANDRA;Basic;FB; 33213494;184;90
KONDRASHOVA;ALEXANDRA;Basic;SU; 82762637;184;90
CHERNYKH;BOGDAN;Elite+;SU; 817484818;189;91
KOZLOV;KONSTANTIN;Elite;DT; 261726547;190;92
SERGEEV;MAXIM;Elite+;KE; 159845142;191;93
SERGEEV;MAXIM;Elite+;DT; 710617527;191;93
SERGEEV;MAXIM;Basic;FB; 215306687;191;93
SERGEEV;MAXIM;Elite;SU; 708832804;191;93
KRUGLOV;EDUARD;Elite;SU; 447359527;195;95
KRUGLOV;EDUARD;Basic;KE; 840399748;195;95
SHAROVA;ZARINA;Elite+;SU; 689802001;196;96
PANKRATOVA;EMILIYA;Elite+;KE; 417069447;197;97
KUROCHKIN;ALEXEY;Basic;FB; 411171762;198;98
KUROCHKIN;ALEXEY;Elite;KE; 347846651;198;98
KUROCHKIN;ALEXEY;Elite;SU; 899391597;198;98
ARTAMONOV;DENIS;Elite;SU; 779863853;202;99
ARTAMONOV;DENIS;Elite+;DT; 350657238;202;99
ARTAMONOV;DENIS;Elite+;FB; 926355704;202;99
MINAEVA;KRISTINA;Basic;SU; 625197104;205;101
MINAEVA;KRISTINA;Elite;FB; 808358671;205;101
KOSHELEVA;ZARINA;Elite+;FB; 177932895;207;103
KRYLOVA;ALIYA;Elite;KE; 835319081;210;104
KRYLOVA;ALIYA;Elite+;DT; 270623475;210;104
KRYLOVA;ALIYA;Basic;SU; 300429163;210;104
MINAEV;TIMOFEY;Elite+;DT; 473781282;212;106
GROMOV;TIMOFEY;Elite+;SU; 763719261;214;107
GULYAEV;VYACHESLAV;Elite;KE; 159133915;217;108
GULYAEV;VYACHESLAV;Basic;SU; 853080305;217;108
GULYAEV;VYACHESLAV;Basic;DT; 928368117;217;108
VINOGRADOV;GLEB;Basic;SU; 608771201;218;109
OZEROV;MARSEL';Elite;SU; 925262955;224;110
BEREZINA;EVA;Elite+;FB; 701569325;226;111
GUSHCHINA;ADELINA;Elite+;FB; 109304880;227;112
GUSHCHINA;ADELINA;Elite+;SU; 107398285;227;112
GUSHCHINA;ADELINA;Elite;DT; 916939306;227;112
LEVIN;GRIGORIY;Elite+;DT; 953437326;230;113
DEMIDOVA;ARINA;Elite+;SU; 861881521;231;114
YAKOVLEV;MAXIM;Basic;SU; 540050748;233;115
BELKINA;KRISTINA;Elite;KE; 378322605;237;117
ALEKHIN;PETR;Elite;SU; 422296240;243;119
PETROV;AYDAR;Elite;KE; 160387182;244;120
KARPOV;IL'DAR;Basic;KE; 508540383;245;121
KARPOV;IL'DAR;Elite;DT; 807556353;245;121
KARPOV;IL'DAR;Basic;SU; 983603192;245;121
VINOKUROV;ARSEN;Elite;DT; 680047245;247;123
ELISEEVA;YASMINA;Elite;KE; 738406643;251;125
SHMELEVA;VALERIYA;Elite+;FB; 640564808;253;126
ZLOBIN;ALEXEY;Elite;FB; 451443613;255;127
ZLOBIN;ALEXEY;Elite;SU; 713394428;255;127
ZLOBIN;ALEXEY;Elite;DT; 565643423;255;127
LUK'YANOVA;ANNA;Basic;DT; 456646533;256;128
SAFONOVA;MARGARITA;Elite;KE; 714415698;257;129
BULGAKOV;VLADIMIR;Basic;FB; 877807639;258;130
BULGAKOV;VLADIMIR;Elite;KE; 298854227;258;130
BULGAKOV;VLADIMIR;Basic;SU; 672155654;258;130
PAVLOV;FEDOR;Elite;SU; 415057220;260;131
KONDRAT'EV;ARTEMIY;Basic;SU; 94816220;261;132
KLYUEVA;OLESYA;Elite+;KE; 153944131;265;134
EVDOKIMOVA;DARINA;Elite;SU; 582611346;266;135
DANILOV;MARK;Basic;DT; 748851037;267;136
SAFONOV;VITALIY;Basic;DT; 859626340;269;137
SAFONOV;VITALIY;Basic;KE; 109669572;269;137
SAFONOV;VITALIY;Elite;SU; 803129508;269;137
LITVINOV;YAROMIR;Basic;DT; 957231663;270;138
LITVINOV;YAROMIR;Elite;FB; 846190605;270;138
LITVINOV;YAROMIR;Elite+;KE; 310927524;270;138
MOSKVIN;YURIY;Basic;FB; 376284577;272;139
MOSKVIN;YURIY;Basic;DT; 710517861;272;139
MOSKVIN;YURIY;Elite+;SU; 932726166;272;139
SHCHERBAKOVA;AMELIYA;Basic;FB; 908327260;275;140
KULESHOV;DAMIR;Basic;DT; 6492707;276;141
CHERNYAEVA;ESENIYA;Elite;SU; 688023716;278;142
GUSEVA;YASMINA;Elite+;FB; 533073780;281;143
GUSEVA;YASMINA;Basic;KE; 58149655;281;143
GUSEVA;YASMINA;Elite+;DT; 47100871;281;143
ANDREEV;VITALIY;Elite+;KE; 536946941;282;144
KORSHUNOV;DAVID;Basic;SU; 462522001;283;145
KORSHUNOV;DAVID;Elite+;KE; 921524731;283;145
OVCHINNIKOVA;EL'VIRA;Elite;FB; 508700917;286;146
OVCHINNIKOVA;EL'VIRA;Basic;DT; 997698611;286;146
VESHNYAKOVA;AMELIYA;Basic;SU; 918010612;291;148
VESHNYAKOVA;AMELIYA;Basic;DT; 762013273;291;148
VESHNYAKOVA;AMELIYA;Elite;FB; 147845760;291;148
SHIRYAEVA;ELIZAVETA;Elite+;SU; 597519592;292;149
GUSHCHIN;MAXIM;Elite+;KE; 87456358;294;150
GUSHCHIN;MAXIM;Elite;DT; 820574277;294;150
GUSHCHIN;MAXIM;Elite;SU; 625004418;294;150
GUSHCHIN;MAXIM;Elite;FB; 259960561;294;150
CHEREPANOVA;ANGELINA;Elite;SU; 602818757;295;151
CHEREPANOVA;ANGELINA;Elite;FB; 289043988;295;151
CHEREPANOVA;ANGELINA;Elite+;DT; 128466135;295;151
MALYSHEVA;VARVARA;Basic;DT; 288560551;297;152
BESSONOV;MARK;Elite;SU; 858492041;300;153
BESSONOV;MARK;Elite;KE; 712985095;300;153
KAZANTSEV;DMITRIY;Elite;KE; 424156796;302;154
KAZANTSEV;DMITRIY;Basic;DT; 528513104;302;154
KAZANTSEV;DMITRIY;Elite;FB; 451999809;302;154
SELIVANOV;MIROSLAV;Elite+;FB; 505222645;306;156
VORONOV;ODISSEY;Basic;DT; 400684990;313;159
VORONOV;ODISSEY;Basic;KE; 90925645;313;159
PROKOF'EV;RAMIL';Elite+;KE; 626417557;314;160
KOSAREVA;VERA;Basic;SU; 392671947;316;161
NIKULIN;FILIPP;Elite;FB; 674812893;319;162
NIKULIN;FILIPP;Elite;DT; 130548242;319;162
KALASHNIKOV;ALEXEY;Elite+;FB; 931575388;320;163
KALASHNIKOV;ALEXEY;Basic;SU; 384535173;320;163
NIKOLAEV;YAROMIR;Elite;KE; 531101445;326;164
SPIRIDONOVA;ARINA;Elite;SU; 137626503;330;167
SPIRIDONOVA;ARINA;Elite+;KE; 189842258;330;167
SPIRIDONOVA;ARINA;Elite+;DT; 289044152;330;167
ROZHKOVA;KARINA;Basic;FB; 61010504;337;168
ALEXEEV;ODISSEY;Elite;SU; 85879842;338;169
ALEXEEV;ODISSEY;Basic;DT; 525835730;338;169
SOMOVA;LARISA;Elite+;SU; 127661009;345;170
BLINOVA;KARINA;Elite;FB; 544196683;350;171
BLINOVA;KARINA;Elite;KE; 263508924;350;171
BLINOVA;KARINA;Basic;DT; 831441176;350;171
KUDRYASHOV;DANIIL;Elite+;FB; 216156679;351;172
KUDRYASHOV;DANIIL;Elite+;SU; 973184366;351;172
SHCHUKIN;MIKHAIL;Elite+;SU; 693246994;353;173
PETROVSKIY;DEMID;Elite;SU; 325264066;360;175
PETROVSKIY;DEMID;Basic;FB; 501501956;360;175
KONONOVA;LIDIYA;Elite+;KE; 966416725;362;176
LYUBIMOV;MIROSLAV;Basic;KE; 568418790;364;177
LYUBIMOV;MIROSLAV;Elite;SU; 501707820;364;177
LYUBIMOV;MIROSLAV;Elite;FB; 505092782;364;177
LYUBIMOV;MIROSLAV;Elite+;DT; 773987556;364;177
KOLESNIKOV;IGNAT;Basic;KE; 730042398;365;178
KARPOVA;EKATERINA;Elite;FB; 727042914;370;179
KARPOVA;EKATERINA;Elite;KE; 425098052;370;179
KARPOVA;EKATERINA;Elite;DT; 491267354;370;179
KARPOVA;EKATERINA;Elite+;SU; 155340303;370;179
RUDNEV;ARSEN;Elite+;SU; 907816792;372;180
DOLGOVA;VIKTORIYA;Elite;KE; 726602181;374;181
NEFEDOVA;AL'BINA;Basic;DT; 806989582;375;182
NEFEDOVA;AL'BINA;Elite+;FB; 325912183;375;182
NEFEDOVA;AL'BINA;Elite+;SU; 70213907;375;182
PANOV;NIKITA;Elite;FB; 528425237;376;183
LAPIN;SEMEN;Elite;SU; 886606259;379;185
PLOTNIKOV;RUSTAM;Elite+;FB; 869928464;381;186
PANTELEEVA;ALIYA;Elite+;FB; 785798379;382;187
LOSEVA;EVELINA;Basic;DT; 756871596;383;188
UL'YANOV;EMIL';Elite;KE; 99088274;388;191
SOTNIKOV;DANILA;Elite;DT; 211596535;389;192
SOTNIKOV;DANILA;Basic;FB; 419249147;389;192
SOTNIKOV;DANILA;Elite+;KE; 660247727;389;192
TROFIMOV;FEDOR;Elite+;KE; 876789055;393;194
TROFIMOV;FEDOR;Elite+;SU; 690775564;393;194
TROFIMOV;FEDOR;Basic;FB; 883285788;393;194
SUBBOTINA;STEFANIYA;Basic;FB; 373875441;398;196
NOSOV;MARSEL';Elite;FB; 647415333;401;197
NOSOV;MARSEL';Elite+;KE; 198755325;401;197
ZYKOVA;ZARINA;Basic;DT; 483947833;405;198
ZYKOVA;ZARINA;Basic;FB; 904387285;405;198
ZYKOVA;ZARINA;Elite;KE; 336402638;405;198
GOLOVINA;ALIYA;Elite;SU; 932124959;406;199
SAVEL'EV;DMITRIY;Basic;KE; 75925954;409;200
SAVEL'EV;DMITRIY;Elite+;SU; 791082410;409;200
ALEKHINA;KIRA;Basic;DT; 441750234;410;201
ASTAKHOVA;ELINA;Basic;SU; 304404407;415;203
ASTAKHOVA;ELINA;Basic;DT; 880926056;415;203
SAVIN;SVYATOGOR;Elite;SU; 453688547;416;204
SAVIN;SVYATOGOR;Elite+;KE; 729300955;416;204
GORYACHEV;ARTUR;Elite;FB; 909963599;417;205
BULGAKOV;TAMERLAN;Basic;DT; 189227742;419;206
STAROSTINA;YAROSLAVA;Elite+;SU; 477221350;420;207
SOMOVA;LARISA;Elite+;KE; 961879249;423;209
SOMOVA;LARISA;Elite+;DT; 641671982;423;209
BESPALOV;EVGENIY;Basic;KE; 916177763;424;210
IZMAYLOVA;OLESYA;Elite+;SU; 136811899;425;211
CHEBOTAREVA;ALISA;Elite;SU; 537108003;428;213
ZVEREVA;VIOLETTA;Elite+;DT; 232855127;429;214
SERGEEV;ARTEM;Basic;DT; 209981334;430;215
NOSOV;RUSLAN;Elite+;DT; 410646025;433;216
FEDOROV;YURIY;Elite;FB; 630742243;436;218
STEPANOV;IGNAT;Elite;FB; 940115476;437;219
ZAYTSEV;PLATON;Basic;SU; 616663053;439;220
NESTEROVA;ANTONINA;Elite+;FB; 872506855;440;221
KOROLEV;NAZAR;Basic;KE; 340108870;447;223
SIZOV;DAMIR;Basic;KE; 497918775;448;224
SIZOV;DAMIR;Elite;SU; 427566736;448;224
SIZOV;DAMIR;Elite;DT; 922337045;448;224
TROSHIN;IL'YA;Elite;KE; 523673435;453;225
SHUVALOV;IL'DAR;Basic;KE; 561143649;458;226
ROZHKOVA;MADINA;Elite+;SU; 391867794;459;227
ROZHKOVA;MADINA;Elite+;DT; 970000318;459;227
VISHNEVSKIY;RODION;Basic;FB; 242513831;462;228
VISHNEVSKIY;RODION;Elite+;DT; 497702152;462;228
GRISHIN;MAXIM;Elite;FB; 110190662;464;229
GRISHIN;MAXIM;Elite+;DT; 221410545;464;229
PASTUKHOV;VYACHESLAV;Basic;DT; 244574449;466;230
GORYUNOVA;VIOLETTA;Elite;DT; 183427106;468;231
GORYUNOVA;VIOLETTA;Basic;SU; 615446385;468;231
GORYUNOVA;VIOLETTA;Elite;KE; 250389120;468;231
KHARITONOVA;VASILISA;Basic;FB; 550590579;469;232
KOROLEVA;VIKTORIYA;Elite;KE; 944084252;472;233
BIRYUKOVA;MARIYA;Basic;KE; 559311860;473;234
BIRYUKOVA;MARIYA;Basic;DT; 41185169;473;234
GONCHAROV;PETR;Elite;DT; 519983349;477;235
MOLCHANOV;ROSTISLAV;Basic;SU; 961055877;479;236
PAVLOVA;MARIYA;Elite;SU; 811144866;481;238
SEREBRYAKOVA;YULIANA;Elite;SU; 355740943;483;239
SEREBRYAKOVA;YULIANA;Elite+;KE; 385932278;483;239
SEREBRYAKOVA;YULIANA;Elite+;DT; 255530929;483;239
MERKULOV;MARAT;Elite;FB; 465326483;486;241
KHUDYAKOV;SEMEN;Elite+;FB; 509371567;487;242
SUKHAREV;YURIY;Basic;DT; 745444174;488;243
PUGACHEVA;VITALINA;Elite;FB; 836501972;490;244
POKROVSKIY;ARTEM;Basic;SU; 765216987;491;245
RYABININA;ELIZAVETA;Elite+;SU; 994117083;492;246
SELIVANOV;MARK;Elite+;DT; 269327904;499;247
SELIVANOV;MARK;Elite;KE; 743934352;499;247
MURAV'EVA;MADINA;Elite+;FB; 366913552;501;248
SPIRIDONOVA;ANTONINA;Elite+;SU; 915843745;502;249
MAL'TSEV;GEORGIY;Elite;FB; 755378804;503;250
MAL'TSEV;GEORGIY;Elite+;SU; 30780190;503;250
KOROLEV;KONSTANTIN;Basic;SU; 150589718;504;251
SHVETSOVA;VASILINA;Elite+;SU; 554680024;505;252
SHVETSOVA;VASILINA;Elite;KE; 799113951;505;252
TIKHONOV;ARTEMIY;Elite;DT; 579002655;507;253
MARKELOV;EMIL';Elite+;DT; 565039043;508;254
KRAVTSOV;VADIM;Elite+;FB; 775622652;511;255
KHARITONOVA;NADEZHDA;Basic;DT; 807136125;512;256
KHARITONOVA;NADEZHDA;Elite+;KE; 299811201;512;256
KHARITONOVA;NADEZHDA;Elite;FB; 255525476;512;256
KHARITONOVA;NADEZHDA;Elite;SU; 998254849;512;256
ERMILOVA;VIOLETTA;Elite+;SU; 420003678;514;257
SOBOLEV;ANDREY;Basic;DT; 747616081;516;258
VOLKOV;YURIY;Elite+;SU; 220814084;518;259
SOTNIKOV;ARTEM;Elite;FB; 531714308;522;260
SOTNIKOV;ARTEM;Elite+;DT; 83132058;522;260
SOTNIKOV;ARTEM;Elite;SU; 707693749;522;260
BASOV;MAKAR;Elite+;DT; 52876809;523;261
UVAROV;IGNAT;Elite;SU; 233041538;524;262
ELIZAROVA;ZARINA;Elite+;FB; 250100539;526;263
ELIZAROVA;ZARINA;Elite+;DT; 144444833;526;263
ALEXANDROVA;DARINA;Elite+;SU; 263097768;527;264
ALEXANDROVA;DARINA;Elite;KE; 644412264;527;264
ALEXANDROVA;DARINA;Elite+;DT; 433475570;527;264
ALEXANDROVA;DARINA;Elite;FB; 645747448;527;264
KALUGINA;NIKA;Elite;KE; 410724559;529;266
PONOMAREVA;LYUBOV';Elite+;DT; 718633038;532;267
SAMSONOV;GLEB;Elite+;FB; 3923916;538;269
NIKOL'SKIY;YAROMIR;Elite;SU; 606402608;539;270
VINOGRADOV;SVYATOGOR;Elite;FB; 554798584;541;271
BONDAREVA;UL'YANA;Basic;DT; 269688534;546;272
KRYLOV;KONSTANTIN;Basic;FB; 740230472;547;273
OREKHOVA;SOFIYA;Elite;DT; 227130286;548;274
MITROFANOV;IGOR';Basic;SU; 54267579;549;275
LEVIN;ANTON;Basic;SU; 502949883;550;276
ZVEREV;ARTEMIY;Elite+;KE; 768023088;551;277
ZVEREV;ARTEMIY;Elite+;FB; 352639893;551;277
MAYOROV;DANIL;Elite;FB; 841658961;554;278
L'VOVA;SOF'YA;Basic;SU; 874976457;555;279
L'VOVA;SOF'YA;Elite+;FB; 154269065;555;279
MAKEEV;FEDOR;Elite+;DT; 399199131;556;280
ERMILOVA;AMELIYA;Elite;DT; 825924503;558;281
BUROV;SAVVA;Basic;KE; 866250481;562;282
MIRONOVA;TAMARA;Basic;KE; 242499359;566;283
MIRONOVA;TAMARA;Basic;DT; 996275528;566;283
MIRONOVA;TAMARA;Basic;SU; 984716305;566;283
KOLESNIKOV;EGOR;Elite+;DT; 101048085;569;284
CHERNOVA;SOFIYA;Elite+;FB; 687163661;572;285
CHERNOVA;SOFIYA;Basic;SU; 485890187;572;285
CHERNOVA;SOFIYA;Basic;KE; 783466648;572;285
CHERNOVA;SOFIYA;Basic;DT; 332054700;572;285
PROKHOROV;GORDEY;Elite+;KE; 429377;580;286
PROKHOROV;GORDEY;Basic;DT; 653627628;580;286
MOSKVINA;ZLATA;Elite+;DT; 829982175;581;287
ZHAROV;STEPAN;Basic;SU; 651489590;585;289
LEBEDEVA;ALLA;Elite+;SU; 487048157;586;290
LEBEDEVA;ALLA;Elite+;FB; 883739329;586;290
KOROVIN;GRIGORIY;Elite;KE; 694072991;588;291
KOROVIN;GRIGORIY;Elite+;FB; 361513787;588;291
KORCHAGIN;ANDREY;Elite+;SU; 949991633;592;292
KORNEEVA;ALLA;Elite;FB; 489861658;593;293
NIKONOV;ANATOLIY;Elite;SU; 590994089;597;294
SHCHUKINA;ALIYA;Elite+;SU; 212800083;598;295
GONCHAROVA;REGINA;Elite;DT; 861437565;600;296
GONCHAROVA;REGINA;Elite;KE; 782431578;600;296
ZUBKOVA;MIROSLAVA;Elite;SU; 218667662;601;297
FROLOV;YAROMIR;Basic;DT; 884211287;602;298
NOSOVA;MADINA;Basic;FB; 811851648;603;299
BYCHKOV;VLADIMIR;Elite+;SU; 116365528;604;300
BYCHKOV;VLADIMIR;Basic;KE; 659852187;604;300
MUKHINA;UL'YANA;Elite+;SU; 409385507;606;301
VORONIN;IL'YA;Elite+;FB; 67887864;609;302
OSTROVSKIY;ALEXEY;Elite;SU; 450469840;610;303
KRYLOV;EGOR;Basic;SU; 940327324;611;304
MESHCHERYAKOV;MIROSLAV;Elite;FB; 370814617;613;305
MESHCHERYAKOV;MIROSLAV;Basic;DT; 741136602;613;305
KRASNOVA;TAT'YANA;Elite+;FB; 659432540;615;306
EROFEEVA;GALINA;Basic;KE; 819874390;616;307
DRUZHININ;EMIL';Elite;KE; 574543806;619;308
BULGAKOV;STEPAN;Elite+;FB; 572156981;621;309
MEDVEDEVA;TAT'YANA;Elite;DT; 343212417;622;310
MAXIMOV;SVYATOSLAV;Elite+;KE; 864802256;624;311
MAXIMOV;SVYATOSLAV;Basic;FB; 569515634;624;311
ANDREEV;SERGEY;Elite+;FB; 305601551;630;312
SEREBRYAKOV;ROBERT;Elite;SU; 893978105;631;313
LOSEVA;ELENA;Elite+;FB; 948056746;632;314
LOSEVA;ELENA;Elite;SU; 768055505;632;314
LOSEVA;ELENA;Basic;KE; 769274109;632;314
LOSEVA;ELENA;Basic;DT; 681577686;632;314
ISAKOVA;YASMINA;Elite+;DT; 955990285;634;315
SAL'NIKOV;VLADISLAV;Basic;DT; 364991136;635;316
LOPATIN;ANDREY;Elite;SU; 680979288;639;317
KORCHAGINA;VALENTINA;Basic;DT; 781833623;643;318
KORCHAGINA;VALENTINA;Elite+;SU; 255576752;643;318
LYKOVA;VALENTINA;Basic;SU; 402905790;647;319
IVANOV;DANIL;Basic;FB; 67005755;651;320
KOL'TSOV;VADIM;Basic;KE; 351457114;654;321
KOL'TSOV;VADIM;Elite;DT; 121763584;654;321
VORONTSOV;DAMIR;Elite;SU; 230688055;657;322
VORONTSOV;DAMIR;Elite+;FB; 2721415;657;322
VORONTSOV;DAMIR;Elite;KE; 928378735;657;322
CHERKASOV;ARTEMIY;Basic;SU; 293723395;662;323
CHERKASOV;ARTEMIY;Basic;KE; 618577708;662;323
CHERKASOV;ARTEMIY;Basic;DT; 48528890;662;323
MAL'TSEVA;KAROLINA;Elite;SU; 71492229;665;324
OZEROVA;LYUBOV';Elite+;SU; 174669760;671;327
OZEROVA;LYUBOV';Elite;DT; 666346069;671;327
KOLPAKOV;MIRON;Elite+;SU; 298613336;672;328
MIKHAYLOVA;VARVARA;Elite+;FB; 255972207;674;329
MIKHAYLOVA;VARVARA;Elite+;DT; 785780404;674;329
MIKHAYLOVA;VARVARA;Basic;SU; 696202321;674;329
MIKHAYLOVA;VARVARA;Elite+;KE; 367864358;674;329
CHERNYSHEV;IGOR';Elite;KE; 842524717;675;330
